100
187.63, 128.21, 4.73
271.22, 0.13, 5.30
78.86, 0.17, 0.29
41.21, 288.41, 7.97
19.15, 58.88, 0.56
40.09, 270.52, 8.08
217.05, 285.18, 3.60
243.49, 182.99, 1.89
61.54, 47.73, 6.35
24.17, 86.63, 2.89
63.86, 274.26, 7.16
205.87, 245.48, 7.17
64.88, 24.34, 7.17
73.63, 65.56, 6.79
12.71, 84.70, 8.75
29.58, 124.80, 7.77
271.92, 41.85, 7.27
79.95, 285.34, 3.37
136.66, 46.88, 4.96
27.25, 71.05, 7.85
113.97, 134.91, 6.99
28.91, 40.79, 5.18
243.97, 105.67, 5.99
159.20, 179.30, 8.17
62.84, 192.02, 1.00
25.36, 221.60, 5.16
258.40, 193.52, 6.55
176.62, 273.47, 6.06
277.83, 110.13, 7.63
126.77, 137.38, 9.99
62.34, 251.36, 4.49
272.17, 280.26, 5.85
127.48, 224.23, 9.37
7.14, 83.43, 5.35
252.34, 146.27, 1.75
282.26, 171.63, 9.14
136.97, 130.04, 5.59
33.53, 6.66, 4.70
215.42, 284.49, 8.37
144.19, 111.26, 2.95
144.02, 173.60, 1.33
278.76, 145.77, 0.67
154.28, 273.25, 8.15
135.47, 280.39, 0.93
295.97, 232.73, 5.81
48.48, 214.99, 1.53
22.58, 51.96, 5.86
190.21, 85.49, 6.08
31.31, 0.91, 5.57
282.53, 145.11, 9.27
71.13, 289.13, 5.06
111.09, 267.88, 9.92
131.32, 122.16, 9.03
75.77, 257.64, 8.37
103.65, 253.60, 6.13
277.80, 2.08, 3.30
23.59, 24.66, 5.03
199.41, 214.87, 7.88
81.89, 246.18, 7.91
248.86, 228.71, 2.75
227.09, 299.84, 2.39
78.92, 110.94, 1.31
76.52, 242.26, 5.39
47.37, 18.02, 3.97
298.61, 121.67, 2.43
182.58, 99.48, 2.50
281.53, 123.06, 3.32
132.45, 22.47, 0.48
68.85, 104.36, 8.69
6.17, 53.22, 6.31
88.59, 280.30, 6.31
160.14, 59.22, 0.00
199.58, 135.74, 8.08
61.18, 183.11, 8.68
180.41, 181.72, 2.74
253.25, 64.30, 6.05
28.18, 45.83, 0.15
127.76, 178.28, 0.90
142.22, 247.13, 4.38
102.87, 253.29, 6.16
292.21, 41.89, 5.50
181.41, 202.03, 7.47
181.54, 101.60, 2.00
123.93, 162.78, 8.10
84.34, 43.19, 4.16
166.42, 296.45, 6.30
47.98, 24.63, 7.83
52.61, 152.39, 3.77
79.70, 294.62, 2.01
211.16, 97.48, 0.45
95.83, 89.70, 1.85
260.81, 271.10, 8.58
185.01, 152.64, 1.97
244.95, 276.57, 7.40
188.01, 60.90, 8.84
12.78, 227.32, 8.72
201.86, 275.30, 9.54
136.76, 27.91, 4.62
249.94, 107.61, 4.44
10.25, 18.77, 7.69
