1000
104.19, 192.35, 6.94
234.26, 120.59, 5.13
2.15, 195.04, 2.74
118.12, 11.94, 7.48
50.70, 196.25, 4.74
78.80, 157.99, 1.78
136.15, 118.77, 0.01
161.97, 126.63, 0.17
78.05, 287.18, 0.08
248.04, 180.94, 0.96
72.39, 285.13, 7.37
280.56, 219.39, 1.39
134.61, 221.54, 7.89
216.77, 39.66, 8.29
141.26, 90.36, 4.83
283.41, 169.16, 0.10
36.80, 5.31, 4.05
37.20, 167.28, 8.28
42.29, 245.33, 7.85
44.83, 193.36, 3.88
73.54, 265.75, 3.38
294.58, 246.32, 0.70
36.23, 80.93, 8.08
272.91, 297.69, 9.40
221.52, 138.96, 2.42
66.38, 122.37, 8.05
69.23, 159.16, 8.23
190.86, 196.36, 3.81
139.11, 238.65, 1.98
74.54, 283.48, 8.43
190.92, 57.02, 7.29
292.43, 51.60, 5.50
13.33, 87.83, 8.20
255.77, 60.74, 8.12
237.87, 282.26, 2.75
10.33, 48.64, 6.83
251.95, 117.87, 2.14
198.88, 8.73, 8.68
13.09, 147.84, 6.64
72.63, 222.38, 6.09
25.53, 113.30, 7.99
244.18, 105.73, 9.71
109.15, 119.06, 2.63
55.05, 74.83, 4.66
298.64, 12.69, 4.07
81.18, 23.02, 5.69
286.10, 274.98, 9.62
50.17, 173.86, 9.91
10.61, 186.95, 4.84
209.70, 259.58, 2.25
92.28, 285.11, 6.03
31.88, 229.29, 9.55
23.08, 38.44, 3.52
102.11, 93.49, 6.01
241.88, 92.13, 6.44
63.91, 173.31, 7.20
234.57, 159.41, 6.37
223.11, 209.58, 2.17
220.37, 220.19, 8.40
65.47, 129.90, 7.05
132.96, 222.18, 6.55
13.74, 254.05, 4.20
0.26, 277.13, 5.48
105.83, 79.24, 8.59
286.23, 21.11, 1.67
179.32, 85.02, 7.44
95.44, 19.59, 2.76
286.53, 242.70, 9.74
51.49, 163.08, 7.08
3.40, 228.55, 1.41
214.88, 61.51, 8.82
111.48, 75.24, 7.29
237.37, 75.50, 6.52
101.71, 181.33, 9.17
59.54, 167.56, 9.87
109.50, 46.88, 2.70
32.77, 142.32, 3.36
115.45, 128.85, 1.45
107.72, 180.34, 6.88
20.18, 183.74, 4.50
62.54, 98.62, 6.55
27.08, 210.10, 9.06
245.67, 147.48, 1.58
141.39, 249.18, 7.62
116.34, 8.72, 3.20
112.41, 118.21, 4.77
193.50, 150.98, 9.51
294.18, 266.44, 3.81
37.57, 74.16, 9.82
244.03, 94.34, 5.94
79.04, 156.88, 9.23
275.55, 183.95, 6.23
247.31, 129.62, 1.15
294.57, 271.01, 9.46
223.16, 87.35, 9.75
19.30, 199.76, 3.69
162.32, 93.26, 8.72
147.67, 87.44, 7.60
261.86, 125.01, 0.07
256.40, 69.04, 3.22
134.68, 148.08, 8.45
111.58, 123.63, 4.58
298.58, 70.94, 8.90
33.06, 65.51, 7.93
16.72, 288.67, 0.84
9.10, 7.97, 7.50
119.70, 170.29, 0.61
81.28, 17.96, 3.53
9.29, 279.83, 7.69
11.46, 236.23, 9.99
107.97, 70.91, 4.93
61.35, 182.49, 9.05
198.69, 181.07, 1.42
165.65, 214.13, 3.60
103.61, 230.85, 3.22
128.92, 239.96, 3.49
53.99, 59.66, 9.16
72.32, 140.93, 9.76
178.10, 150.22, 9.09
108.89, 161.69, 6.96
108.72, 269.65, 9.33
256.63, 31.00, 5.41
228.17, 229.69, 1.45
270.65, 95.34, 8.59
78.65, 198.95, 6.28
175.32, 27.87, 4.28
279.96, 81.87, 6.27
254.89, 154.19, 0.97
247.78, 32.29, 5.97
220.50, 141.17, 1.36
129.45, 249.89, 0.35
109.30, 206.52, 1.38
271.65, 134.69, 9.04
15.07, 105.34, 2.22
272.62, 184.00, 8.85
161.03, 59.31, 9.78
289.40, 39.27, 2.51
177.42, 294.16, 7.65
206.37, 241.94, 8.72
85.55, 162.43, 3.43
126.41, 291.88, 1.76
136.93, 101.19, 8.64
178.45, 72.84, 3.13
149.66, 87.91, 6.64
216.21, 60.53, 2.78
181.71, 221.56, 4.75
175.09, 210.96, 6.06
250.33, 88.38, 5.87
179.76, 294.75, 3.93
141.48, 80.30, 9.35
244.37, 206.71, 9.08
297.16, 43.63, 2.45
256.47, 222.08, 4.88
50.46, 71.74, 7.81
249.79, 287.96, 9.83
33.12, 169.67, 7.21
175.77, 44.76, 4.24
57.69, 295.08, 7.19
233.76, 174.84, 7.01
51.77, 16.32, 9.69
32.21, 260.70, 6.58
4.54, 257.86, 8.04
78.05, 214.32, 5.44
224.40, 264.78, 7.83
158.65, 214.57, 7.43
153.44, 247.70, 3.08
69.80, 123.47, 4.58
197.11, 181.15, 4.41
112.80, 114.91, 0.24
23.24, 166.68, 0.78
13.97, 198.89, 9.47
211.41, 203.43, 8.07
152.49, 281.48, 5.21
15.65, 205.88, 4.04
250.55, 64.53, 1.19
173.40, 217.97, 9.45
265.92, 287.77, 3.56
103.20, 184.88, 9.60
235.57, 297.68, 3.43
242.77, 20.92, 8.99
266.30, 34.90, 5.62
250.53, 246.31, 2.40
192.62, 98.80, 1.78
49.03, 114.45, 8.65
170.22, 64.99, 0.80
205.99, 238.39, 8.06
189.45, 204.32, 7.65
296.38, 7.52, 3.82
284.47, 243.09, 3.74
87.48, 185.86, 4.44
57.16, 152.17, 5.60
225.74, 102.70, 3.81
297.75, 295.32, 7.10
51.23, 44.34, 0.92
10.60, 214.56, 3.09
34.49, 120.55, 1.03
276.36, 10.00, 7.84
205.99, 6.38, 8.09
20.51, 290.86, 6.20
132.71, 78.33, 2.39
265.83, 135.50, 7.46
133.86, 61.23, 0.89
248.19, 58.98, 0.73
161.32, 110.21, 2.21
188.90, 120.81, 9.36
281.47, 155.30, 3.38
12.43, 131.66, 3.71
247.71, 37.65, 3.93
190.51, 58.16, 3.62
76.40, 190.87, 6.23
148.15, 156.71, 0.75
72.07, 290.56, 2.79
98.68, 238.75, 4.76
120.61, 100.07, 8.43
186.88, 288.97, 2.46
167.72, 270.43, 7.63
269.10, 282.86, 2.02
80.49, 230.58, 3.28
198.26, 121.09, 5.22
6.89, 197.49, 1.58
193.85, 45.64, 6.80
216.31, 117.70, 6.49
0.00, 216.38, 4.44
142.67, 36.99, 7.78
95.56, 223.87, 7.41
169.25, 91.59, 6.43
98.24, 60.69, 5.86
158.89, 141.18, 3.54
257.19, 39.44, 7.58
113.65, 46.33, 4.16
160.98, 240.18, 5.68
65.01, 156.49, 9.61
259.61, 156.50, 6.82
92.95, 299.17, 8.05
26.36, 94.73, 5.51
248.74, 263.97, 8.57
141.56, 62.22, 0.59
17.23, 221.11, 5.30
123.49, 178.29, 6.61
50.83, 291.94, 8.16
175.66, 152.92, 6.16
46.12, 217.93, 1.38
34.29, 177.54, 6.59
238.84, 270.49, 6.57
180.38, 296.85, 9.72
45.80, 245.60, 8.52
2.80, 87.15, 0.60
20.50, 104.38, 7.97
179.38, 227.87, 3.91
77.70, 278.70, 3.64
22.36, 154.35, 8.74
207.21, 200.47, 6.00
248.55, 234.76, 1.92
146.38, 173.61, 0.94
43.39, 53.99, 0.83
35.12, 99.78, 9.02
290.83, 102.58, 1.92
8.75, 123.08, 5.40
247.77, 2.46, 3.00
65.09, 80.16, 2.29
174.36, 102.53, 7.44
136.54, 9.73, 4.12
16.65, 258.28, 1.94
74.30, 104.67, 7.73
102.44, 148.06, 9.53
127.44, 183.18, 2.86
98.03, 174.00, 6.28
155.77, 182.75, 0.38
17.90, 130.52, 0.46
107.90, 195.62, 3.13
176.60, 69.97, 6.55
99.65, 206.51, 6.87
223.17, 223.16, 5.48
281.46, 297.47, 8.97
213.36, 99.91, 3.91
199.24, 227.35, 0.01
284.91, 25.37, 5.81
173.16, 181.15, 1.90
184.49, 199.05, 6.26
198.27, 6.95, 2.78
292.22, 183.55, 5.11
188.69, 283.20, 1.99
94.90, 206.37, 9.43
259.39, 187.83, 9.35
228.55, 101.19, 2.68
45.76, 0.43, 0.26
46.15, 285.34, 1.10
220.55, 158.50, 7.14
277.70, 42.99, 3.77
165.36, 241.27, 4.01
248.65, 233.49, 0.12
101.91, 122.18, 9.56
161.67, 217.08, 6.44
144.61, 176.47, 2.70
125.00, 105.02, 6.08
205.31, 150.78, 6.09
212.96, 196.93, 5.60
245.99, 117.48, 0.89
160.16, 95.17, 2.32
273.37, 260.54, 0.36
93.54, 209.19, 8.14
97.25, 11.09, 2.22
84.16, 172.77, 9.45
277.43, 17.37, 5.33
58.54, 142.38, 8.84
240.83, 47.69, 3.86
123.56, 260.65, 0.43
291.63, 206.63, 4.34
18.19, 66.79, 7.51
87.76, 40.16, 6.20
98.58, 133.70, 3.17
42.90, 230.95, 3.54
109.40, 15.11, 9.30
92.98, 292.55, 9.88
253.03, 51.09, 4.63
218.10, 291.92, 6.21
33.94, 115.48, 4.90
46.71, 107.11, 1.79
176.96, 125.30, 4.02
102.39, 213.06, 5.36
288.35, 11.64, 9.81
83.50, 54.55, 7.51
189.74, 163.95, 8.01
168.74, 256.93, 7.77
165.12, 209.95, 9.47
3.87, 128.05, 9.20
190.31, 161.99, 3.05
37.40, 208.70, 6.62
91.13, 85.66, 0.80
211.64, 188.05, 7.90
72.32, 176.40, 8.29
66.70, 259.89, 0.11
292.04, 149.63, 5.57
232.49, 18.37, 4.13
165.48, 183.49, 1.13
149.57, 187.36, 5.40
125.58, 77.67, 0.80
217.07, 115.08, 7.76
115.67, 206.21, 0.61
139.58, 117.85, 6.88
76.54, 190.17, 2.76
25.15, 256.88, 1.42
28.30, 248.92, 6.41
195.40, 181.40, 7.02
19.42, 46.89, 3.14
53.40, 196.46, 9.39
215.43, 22.04, 1.97
239.44, 239.11, 5.81
172.16, 54.79, 2.68
190.54, 194.37, 6.61
96.96, 270.91, 2.95
179.78, 296.06, 1.51
222.50, 24.36, 9.81
114.84, 219.76, 5.86
25.55, 239.18, 7.42
119.75, 292.58, 3.97
101.30, 208.01, 4.70
160.52, 147.46, 2.67
34.82, 19.62, 4.50
115.33, 210.15, 0.98
13.68, 7.12, 0.01
102.21, 186.90, 9.88
147.62, 109.40, 0.69
141.94, 224.24, 8.02
17.67, 249.79, 5.99
240.29, 69.53, 5.74
59.37, 170.83, 2.67
200.49, 31.35, 7.59
280.72, 66.17, 8.24
115.74, 181.50, 5.25
145.12, 195.18, 5.49
145.42, 297.39, 1.72
141.77, 145.01, 5.36
162.48, 286.96, 2.84
102.95, 4.63, 1.16
282.60, 244.92, 3.48
154.84, 4.29, 9.18
235.08, 204.77, 0.22
162.78, 185.49, 2.43
110.10, 1.23, 8.48
267.57, 146.35, 4.98
132.16, 291.77, 4.90
183.64, 133.53, 9.73
44.53, 296.01, 9.29
129.65, 98.96, 9.45
164.55, 81.56, 7.61
268.99, 236.40, 7.76
244.26, 171.48, 4.58
250.88, 34.26, 0.76
23.67, 144.37, 0.81
277.96, 111.94, 5.68
127.43, 244.10, 5.41
274.29, 127.74, 9.86
266.16, 172.27, 9.73
244.99, 1.92, 3.03
228.45, 166.47, 5.74
156.82, 135.46, 3.62
89.48, 79.72, 9.34
226.91, 30.60, 0.48
249.83, 54.27, 5.29
273.99, 32.23, 9.03
144.50, 159.65, 7.16
6.77, 133.94, 1.42
2.59, 100.10, 7.16
294.41, 45.09, 7.23
85.19, 273.54, 2.78
257.53, 130.36, 7.29
66.27, 219.84, 9.95
46.48, 146.75, 0.97
60.96, 96.59, 2.78
219.81, 70.58, 3.85
190.59, 215.07, 9.17
105.48, 221.85, 3.64
148.10, 224.43, 6.98
62.99, 218.84, 8.48
279.80, 4.03, 7.60
63.08, 261.56, 1.94
281.83, 27.83, 9.27
280.29, 74.32, 4.16
9.36, 135.28, 7.38
92.70, 55.09, 9.73
208.26, 245.69, 6.90
183.47, 51.16, 4.30
292.63, 199.26, 1.78
201.89, 262.25, 9.07
156.24, 242.05, 9.21
84.14, 5.13, 7.93
142.40, 286.96, 8.85
120.49, 267.25, 1.33
245.34, 276.61, 5.84
166.78, 69.31, 7.68
158.79, 277.56, 5.87
65.88, 161.04, 7.57
194.81, 153.67, 4.21
248.18, 55.56, 2.96
220.39, 211.81, 1.02
196.64, 295.94, 1.20
134.45, 138.34, 0.76
100.09, 258.83, 9.67
140.05, 204.18, 8.89
15.29, 70.96, 1.20
245.62, 229.75, 0.45
121.64, 295.63, 5.82
48.82, 190.45, 0.94
175.26, 138.63, 2.79
263.95, 59.02, 9.85
294.69, 255.66, 9.72
30.57, 90.10, 4.33
53.41, 190.19, 2.96
43.49, 30.24, 9.76
10.19, 45.53, 2.13
46.20, 291.16, 9.79
59.77, 112.80, 9.64
234.37, 161.62, 5.99
262.65, 36.88, 0.61
46.50, 0.83, 2.58
42.14, 295.53, 1.10
33.74, 26.10, 4.10
163.67, 79.50, 0.44
252.43, 123.00, 1.45
245.38, 133.19, 2.97
9.28, 179.39, 2.68
2.94, 239.15, 6.44
292.23, 173.53, 1.82
171.96, 136.18, 3.05
190.32, 182.68, 3.08
267.71, 224.82, 2.93
0.75, 258.56, 3.80
123.90, 122.23, 6.45
137.24, 74.66, 0.55
180.82, 20.04, 4.99
269.94, 29.32, 0.97
50.21, 32.25, 8.94
243.28, 24.48, 4.73
297.97, 196.44, 9.27
89.54, 86.76, 5.36
181.95, 54.47, 2.85
269.88, 55.22, 1.47
83.90, 179.12, 5.54
277.43, 16.36, 8.03
293.96, 197.18, 8.70
143.68, 167.12, 9.68
172.78, 217.32, 0.75
141.04, 160.61, 1.57
282.83, 158.58, 8.11
260.80, 248.12, 1.01
121.45, 130.07, 2.82
206.93, 99.95, 4.66
250.96, 183.85, 0.63
117.22, 161.28, 1.18
58.13, 155.24, 7.75
19.09, 298.92, 3.32
9.36, 171.70, 0.57
31.88, 12.74, 5.92
78.88, 295.57, 1.21
22.33, 256.38, 9.48
52.53, 77.83, 3.81
137.21, 284.76, 7.14
277.11, 235.72, 3.27
296.13, 52.94, 8.65
