10000
83.38, 87.59, 9.02
167.33, 190.88, 3.93
284.09, 248.38, 9.92
68.16, 172.44, 8.92
80.39, 107.31, 4.35
178.11, 224.58, 7.30
215.38, 11.31, 7.85
73.96, 217.91, 9.95
199.94, 109.73, 8.40
178.38, 138.68, 8.42
206.62, 222.06, 1.34
177.10, 89.39, 7.70
295.13, 73.48, 5.98
292.75, 141.64, 1.73
260.25, 222.03, 5.31
90.90, 100.14, 2.79
9.79, 15.52, 3.17
245.20, 89.48, 0.43
243.57, 289.42, 4.09
195.46, 167.80, 8.71
148.04, 74.43, 6.12
188.21, 251.52, 9.10
119.26, 246.66, 1.54
298.69, 239.41, 6.27
50.56, 199.66, 3.67
209.74, 290.55, 7.00
293.50, 0.34, 7.52
88.57, 245.55, 0.50
101.56, 189.11, 0.15
224.27, 84.57, 5.75
185.67, 232.61, 8.23
69.13, 120.81, 6.61
41.98, 240.07, 4.83
88.32, 238.76, 2.81
276.30, 289.33, 9.47
86.30, 199.07, 9.15
296.45, 192.57, 9.16
222.11, 281.14, 7.35
237.25, 82.69, 3.65
241.82, 6.96, 6.47
114.18, 192.63, 4.23
60.97, 261.76, 8.25
259.29, 3.74, 6.25
104.26, 92.06, 4.21
188.64, 68.36, 3.86
172.68, 154.66, 0.49
147.27, 151.11, 6.91
122.20, 73.22, 6.28
42.67, 10.47, 9.04
152.26, 252.28, 9.27
46.41, 66.47, 5.69
173.17, 127.44, 4.42
120.75, 86.73, 4.54
8.40, 191.00, 7.61
134.81, 79.64, 9.89
250.54, 252.32, 5.05
265.35, 99.58, 0.08
172.72, 221.78, 2.52
61.22, 264.45, 2.87
32.42, 116.71, 1.28
10.58, 163.12, 3.50
181.37, 36.30, 7.75
13.91, 157.04, 0.64
150.20, 165.44, 7.00
78.55, 0.25, 9.66
75.25, 250.79, 8.07
226.62, 216.14, 1.39
229.10, 88.86, 8.78
4.79, 150.08, 7.60
90.95, 182.50, 1.49
129.39, 193.08, 6.92
234.30, 74.44, 8.13
166.65, 88.35, 3.37
185.74, 238.55, 8.88
95.82, 17.09, 8.89
85.55, 92.35, 7.25
27.59, 18.97, 4.46
69.21, 248.07, 7.42
32.62, 252.85, 2.42
260.48, 43.80, 8.50
5.04, 173.19, 4.94
212.73, 107.50, 7.42
156.72, 274.15, 0.36
257.76, 159.89, 8.32
224.23, 255.71, 8.89
190.95, 41.26, 1.96
108.46, 68.84, 2.60
242.11, 138.06, 0.87
164.62, 170.68, 9.29
237.20, 131.15, 0.75
192.29, 136.19, 6.53
40.44, 48.93, 0.11
263.04, 205.65, 9.25
273.99, 163.40, 4.58
223.48, 87.63, 3.10
190.07, 278.58, 4.48
249.01, 87.04, 6.77
26.91, 29.16, 1.37
52.88, 193.78, 7.06
31.70, 130.98, 1.44
54.33, 23.27, 5.97
250.15, 63.71, 7.61
253.46, 26.75, 4.46
230.93, 0.74, 9.91
68.29, 224.22, 2.83
161.36, 114.29, 2.11
295.69, 63.30, 5.02
198.86, 90.21, 5.99
240.09, 143.09, 2.45
151.99, 174.80, 6.81
195.05, 229.12, 7.59
